,Article Date,Atricle Category,Article Title,Article Link,Article content
10,2/6/2021 8:18:28 PM,Egypt-Politics,"11 people killed, including two on verge of marriage, in road crash on Egypt’s El-Kureimat road","https://english.ahram.org.eg/NewsContent/1/64/402467/Egypt/Politics-/-people-killed,-including-two-on-verge-of-marriage.aspx","Related In Photos: Egypt's Sisi inspects Middle Ring road, other projects Friday2011-2020: Egypt - A construction bonanzaIn Maps: Sisi inspects major road, bridges projects in East Cairo, development projects in Ezbet El-HagganaEleven people were killed on Saturday in a road accident on Egypt’s El-Kureimat road, according to an official statement. Among the victims were a couple whose wedding ceremony was scheduled for the upcoming Sunday, the statement said. Judicial sources said in the statement that the deadly crash occurred when a micro-bus collided with the car that had two people in it, on the El-Kureimat highway. All the victims, including the nine from the micro-bus along with the car’s couple, died on the spot following the “terrible collision,"" the statement said quoting the judicial sources. The bodies of the victims and the injured, without identifying their number, were taken to the nearest hospital, the statement said. Though fatal road accidents take place on a near-daily basis in Egypt, which used be due to suffering from poorly maintained road infrastructure, the governmental efforts to upgrade roads have been fruitfully ongoing in the past recent years. The number of road accidents in Egypt fell by around 30 percent in 2019. According to a report by the Central Agency for Public Mobilisation and Statistics (CAPMAS), 9,992, down from 14,403 in 2014.  President Abdel-Fattah El-Sisi launched the National Road Project in 2014 with the goal of developing and extending Egypt’s 23,500km long road network. In 2014 when the project was launched, Egypt ranked 118 in terms of the quality of road infrastructure in the World Economic Forum’s Global Competitive Report. While in 2019, it climbed up to 28th place on the list. From 2014 to 2024, it was planned to implement 1769 projects in the road and bridges sector with a total cost of EGP464 billion, and so far 1052 projects costing EGP254.3 billion have been executed, the minister said. Since 2014, of the 7,000km of new roads envisaged by the National Road Project, 4,800km have been built costing EGP120 billion, and 1,400km are currently being constructed with a cost of EGP37 billion. Out of the existing 9,000km that need to be upgraded at the cost of EGP107 billion in line with the road project, 5,000km have been upgraded so far at a cost of EGP15 billion.Search Keywords:Egypt  road accidents  traffic  cars Short link:  "
11,1/6/2021 10:28:42 AM,Egypt-Politics,Egypt follows up on death of Egyptian citizens in road accident in Saudi Arabia ,https://english.ahram.org.eg/NewsContent/1/64/398260/Egypt/Politics-/Egypt-follows-up-on-death-of--Egyptian-citizens-in.aspx,"Egypt’s foreign ministry said on Tuesday that it is following up on the road accident in Saudi Arabia that resulted in the killing and injury of 16 Egyptian citizens. According to the foreign ministry’s statement, a group of Egyptian citizens were on their way to perform Umrah pilgrimage in a highway in the city of Tabouk when their bus flipped over killing a number of Egyptian nationals and injuring othersThe foreign ministry stated that the Egyptian consulate in Jeddah is following up on the accident and cooperating with the Saudi authorities in order to transfer back the bodies of the victims to Egypt in the nearest time possible.Search Keywords: Egypt  Road accidents  Saudi Arabia  Short link:  "
12,12/29/2020 1:07:55 PM,Egypt-Politics,Egypt set for a foggy start of 2021: Meteorological authority,https://english.ahram.org.eg/NewsContent/1/64/397748/Egypt/Politics-/Egypt-set-for-a-foggy-start-of--Meteorological-aut.aspx," Related Egypt to see rain, fog throughout week: EMAHighways and agricultural roads close to water bodies in Cairo and other northern areas will see dense fog during morning hours until Sunday 3 January, Egypt’s Meteorological Authority (EMA) said.Dense fog is expected on roads going to or from Cairo, Lower Egypt, the northern coast, as well as the Suez Canal cities and northern and central Sinai.Dense fog decreased visibility in different parts of the country on Tuesday, leading authorities to temporarily close some major roads to prevent accidents.The Cairo-Alexandria Desert Road, Al-Mehwar road in Cairo, and the Suez Road were among those closed in the early morning.Authorities also closed Kuraymat desert road, which links Greater Cairo with many of Upper Egypt's governorates, and a road linking Beni Suef and Assiut.Some intermittent light showers are expected in the northwestern areas of the country on Wednesday.Search Keywords: Egyptian Meteorological Authority  EMA  Dense Fog  Light Rainfall Short link:  "
13,12/5/2020 7:33:20 PM,Egypt-Politics,Egypt’s Sisi orders establishing service centres on major road networks,https://english.ahram.org.eg/NewsContent/1/64/396236/Egypt/Politics-/Egypt%E2%80%99s-Sisi-orders-establishing-service-centres-o.aspx," Related Egypt's Sisi inspects road projects under construction in CairoEgypt’s health, transportation ministers discuss road safety efforts with UN special envoyEgypt road fatalities down by 44% thanks to improved road quality: Planning ministerEgyptian President Abdel-Fattah El-Sisi has ordered the establishment of a system of service centres on major road networks in a manner that would be integrated with the National Road Project, a presidential statement said on Saturday.El-Sisi gave the directive during a meeting with Major General Amir Sayed Ahmed, the Adviser to the President for Urban Planning, and Major General Magdy Anwar, the Chairman of the Board of Directors of the Watanya Company for Roads, the statement said.Presidency spokesperson Bassam Rady said that the service centres aim to provide safety and comfort for drivers as well as new job opportunities.The state aims to expand the scope of development on land on the sides of roads and axes in a manner consistent with the cultural and urban expansion that the state aims to achieve, Rady added in the statement.El-Sisi launched the National Road Project in 2014 with the goal of constructing and/or upgrading 7,000km of highways. More than 5,000km are now complete, while the remainder is planned to be completed by the end of 2020.Though deadly road accidents take place on a near-daily basis in Egypt, the government’s efforts in recent years to upgrade roads have brought improvements in this regard.The number of road accidents fell by around 30 percent in 2019 to 9,992, down from 14,403 in 2014, according to data issued by the country's Central Agency for Public Mobilisation and Statistics (CAPMAS) in June.Moreover, Egypt was ranked 28th in terms of the quality of road infrastructure in the World Economic Forum's Global Competitive Report in 2019, up from the 118th place in 2014.Search Keywords: Egypt  roads  axes  National Road Project  accidents  Sisi Short link:  "
14,11/23/2020 4:35:45 PM,Egypt-Politics,"Egypt’s health, transportation ministers discuss road safety efforts with UN special envoy","https://english.ahram.org.eg/NewsContent/1/64/394388/Egypt/Politics-/Egypt%E2%80%99s-health,-transportation-ministers-discuss-r.aspx"," Related In Photos: Egypt's Sisi inaugurates Middle East, Africa Smart Transportation FairInvestments in roads, bridges lowered accidents by 44% in Egypt in 2019/2020: Planning ministerIn Photos: Egypt's Sisi inspects workflow at roads network in Greater CairoEgypt’s Health Minister Hala Zayed discussed on Monday with the United Nations Special Envoy for Road Safety Jean Todt the government's efforts to reduce fatality rates and injuries resulting from road accidents through the implementation of a safety plan for the highways nationwide.According to the health ministry’s statement, in a meeting in Cairo, Todt discussed with Zayed and Minister of Transportation Kamel El-Wazir ways to boost road safety in Egypt with the cooperation of the UN to limit road accidents.Zayed reviewed during the meeting efforts by the health ministry to tackle the issue, including increasing the number of ambulances on highways, as well as raising the readiness standards in emergency rooms in the hospitals.She also revealed that there is a nationwide campaign in cooperation with the interior ministry's  traffic department to conduct drug tests for drivers in order to reduce accidents.Zayed added that there is a need to launch awareness campaigns in cooperation with other ministries in order to reduce road accidents by highlighting wrong practices.Meanwhile, El-Wazir stressed during the meeting that applying a smart transportation system would reduce road accidents nationwide.He also highlighted that the current megaprojects involving road networks in the country managed to reduce road accident rates. The UN special envoy praised the Egyptian government's efforts in achieving road safety.Deadly road accidents take place on a near-daily basis in Egypt, which suffers from poorly maintained road infrastructure and loosely applied traffic regulations.However, the government’s efforts in recent years to upgrade roads have brought improvements in recent years.On Sunday, during the inauguration of the Smart Transportation Exhibition, El-Wazir announced that development in the road and highway sectors in Egypt managed to reduce road accident fatalities by 44% during 2019/2020.He also added that Egypt was ranked 28th in 2019 in terms of the quality of road infrastructure in the World Economic Forum's Global Competitive Report, up from 118th place in 2014.Search Keywords: UN  Road accidents   Egypt  Short link:  "
15,11/18/2020 2:21:48 PM,Egypt-Politics,Students injured in school bus accident in Giza: Health ministry,https://english.ahram.org.eg/NewsContent/1/64/394085/Egypt/Politics-/Students-injured-in-school-bus-accident-in-Giza-He.aspx,"Egypt's Ministry of Health announced in a statement on Wednesday the injury of 17 individuals – 14 students, a driver, and 2 bus supervisors – in a traffic accident involving a school bus in Giza.Official Spokesperson of Health Ministry Khaled Megahed said in a statement that all injuries, except two cases, are stable and ranged from bruises, abrasions, to fractures.Concerning the other two cases, Megahed said, a 6-year-old child and 35-year-old bus supervisor are in the intensive care.He confirmed that all 17 cases received the necessary treatment and care in Al-Haram hospital after deploying 8 equipped ambulances to transfer them following the accident, the statement noted.Deadly road accidents take place on a near-daily basis in Egypt, which suffers from poorly maintained road infrastructure and loosely applied traffic regulations, but the governmental efforts to upgrade roads have been fruitfully ongoing in recent years.The number of road accidents fell by around 30 percent in 2019 to 9,992, down from 14,403 in 2014, according to data issued by the country's Central Agency for Public Mobilisation and Statistics in June.In October, Minister of Planning and Economic Development Hala El-Said said that Egypt’s tendency to increase spending on roads and bridges in Egypt since 2018 has contributed to a decrease in the number of deaths resulting from road accidents during 2020.El-Said pointed out that during the previous period, Egypt was able to achieve a great leap in the infrastructure sector, especially in the services of the field of transportation.In 2019, Egypt was ranked 28th in terms of the quality of road infrastructure in the World Economic Forum's Global Competitive Report, up from the 118th place in 2014.Search Keywords: Egypt  road accidents  school bus  Giza  CAPMAS  Health Ministry Short link:  "
16,8/9/2020 1:21:29 PM,Egypt-Politics,"Nine people killed, seven injured in road crash north of Cairo","https://english.ahram.org.eg/NewsContent/1/64/376256/Egypt/Politics-/Nine-people-killed,-seven-injured-in-road-crash-no.aspx"," Related Egyptian court jails driver for seven years for crash which killed three doctors, two othersEgyptian truck driver detained over fatal Giza road crash that killed 18 peopleAt least 18 killed in multi-vehicle crash in GizaAt least nine people were killed and seven others injured in a road accident on Sunday in Qalyubia governorate, north of Cairo, a security source saidThe deadly crash occurred when a micro-bus collided with a truck on a regional highway in the Nile Delta city of Banha. All the victims are from the microbus passengers.The bodies of the victims and those injured were taken to hospital and investigations were launched to identify the cause of the crash.Deadly road accidents take place on a near-daily basis in Egypt, which suffers from poorly maintained road infrastructure and loosely applied traffic regulations.In late March, 18 people were killed and around two dozen others injured when a trailer-truck plowed into a string of vehicles on a highway in Cairo’s province of Giza.Over 3,000 people were killed in more than 8,000 traffic accidents in Egypt in 2018, according to the country’s official statistics agency CAPMAS. Search Keywords:el-sa  Ahram Online  Egypt  traffic   car accidents  road crash  Banha  Qalyoubiya Short link:  "
17,3/26/2020 10:33:00 AM,Egypt-Politics,At least 18 killed in multi-vehicle crash in Giza,https://english.ahram.org.eg/NewsContent/1/64/366021/Egypt/Politics-/At-least--killed-in-multivehicle-crash-in-Giza.aspx," Related Court sentences train driver to 15 years over deadly crash at Cairo stationTruck driver ordered detained pending investigation over deadly Port-Said bus crash9 killed, 9 injured in deadly crash on Egypt's Sohag-Red Sea highwayAt least 18 people were killed and around two dozen others injured when a trailer-truck plowed into a string of vehicles on a highway in Cairo’s province of Giza late Wednesday, Ahram Arabic news website reported.The accident occurred hours after Egypt’s two-week nighttime curfew came into effect to slow the spread of coronavirus.The truck, loaded with construction material and traveling at high speed, smashed into a group of 15 vehicles lined up at a checkpoint on a road linking Giza to Ain Sokhna, east of Cairo.At least 20 people have been wounded. They were sent to El-Saff Central Hospital in Giza for treatment.The truck driver has been arrested and is currently being investigated by prosecutors.Deadly road accidents take place near daily in Egypt due to poor road safety, badly maintained infrastructure, and loosely enforced traffic regulations.Over 3,000 people were killed in traffic accidents in Egypt in 2018, according to the country’s official statistics agency CAPMAS.Search Keywords:Egypt  road accidents  transport  Giza Short link:  "
18,2/6/2020 3:36:00 PM,Egypt-Politics,"Thirteen killed, 7 injured in truck-microbus collision near Aswan ","https://english.ahram.org.eg/NewsContent/1/64/363033/Egypt/Politics-/Thirteen-killed,--injured-in-truckmicrobus-collisi.aspx"," Related Orascom Development CEO Khaled Bichara dies in car accident22 killed, 16 injured in Port Said road accidentTruck driver involved in deadly Nile Delta accident ordered detainedAt least 13 people were killed and seven others were wounded in a road accident on Thursday near the southern governorate of Aswan, a source told Ahram OnlineThe accident took place when a micro-bus collided with a truck on a highway connecting Aswan to the capital Cairo. The bodies of the victims and the injured have been taken to hospital.Fourteen ambulances were sent to the scene of the crash.Earlier this week, three people were killed and over a dozen others were injured on the same road when a public bus collided with a car.Deadly road crashes take place nearly daily in Egypt, mostly due to poor road safety, badly maintained infrastructure, and loosely enforced traffic regulations. They claim thousands of lives every year.More than 1,500 people were killed in road accidents in Egypt in the first half of 2019, according to official statistics agency CAPMAS. Some 5,220 accidents took place in the first six months of the year, up almost 18 percent from the same period in 2018.The government has allocated millions of pounds to developing and expanding road networks in recent years.A comprehensive traffic law designed to crack down on violators and enhance safety is set to go into effect this year.Search Keywords:Egypt  road accidents  road crashes  deaths Short link:  "
19,1/23/2020 5:26:00 PM,Egypt-Politics,Egypt's Medical Syndicate calls for emergency meeting over deadly accident,https://english.ahram.org.eg/NewsContent/1/64/361143/Egypt/Politics-/Egypts-Medical-Syndicate-calls-for-emergency-meeti.aspx,"The Egyptian Medical Syndicate (EMS) has called on Thursday for an emergency general assembly meeting on 7 February at its Cairo headquarters to discuss the road crash that killed three doctors south of Cairo.The accident sparked public outrage over state mismanagement.The EMS said in a statement that the decision to convene the meeting followed calls by 220 doctors who said the accident was the result of ""administrative arbitrariness"".Earlier this month, a microbus carrying 15 female medical residents from Minya governorate to Cairo to attend a training workshop crashed on a highway near Cairo, killing three doctors, the driver and a worker. Twelve others were wounded in the crash.It was later revealed that the victims were among a group of doctors who received a surprise notice demanding them to travel to Cairo the following morning to attend a compulsory training as part of a governmental women's health initiative programme, or else face punitive measures.""The EMS is the highest authority for doctors. It is empowered to take all necessary measures to put an end to the administrative abuse that makes doctors prone to such unfortunate events, protect them during the course of their work and defend their dignity,"" the syndicate said in a statement on Thursday.Screenshots showing a conversation on WhatsApp, purportedly between the victims and their superiors, circulating online showed that the doctors were warned that no apologies will be accepted and that ""those who do not want to participate in the programme will be reassigned outside the health administration.""Doctors had to arrange for a microbus to take them to Cairo on daybreak as it was not possible for them to find a train reservation or another proper method to travel at such short-notice. Microbus drivers in Egypt are notorious for their reckless driving and ignoring traffic regulations.One of the wounded doctors was pregnant and lost her foetus and had to undergo a hysterectomy.EMS head Hussein Khairy called for questioning Minister of Health Hala Zayed over the accident before parliament, criticising administrative arbitrariness in dealing with doctors.The syndicate's youth committee pledged it will not forego the rights of the victims and said the accident was the result of the Health Ministry's ""intransigence and oppression.""The class to which the newly graduated doctors belonged called for a general strike at all health units nationwide to protest against the deaths.A matter of 'fate'Speaking to reporters in Luxor days after the accident, Zayed said the accident was a matter of fate, adding that road accidents are outside the jurisdiction of her ministry.The minister defended the travel decision saying that everywhere around the world there are high-tech training centres where people are required to travel to gain experience.She dismissed criticism that her ministry has failed to provide the victims with a safe travel means, claiming that all means of transportation in the country are safe and overseen by the government.The ministry's decision to compensate the wounded and families of the dead sparked further criticism.Social media users opened fire at the ministry's announcement to send the parents of the deceased doctors to the annual Muslim pilgrimage, as one of the late doctors was a Christian.Earlier this week, the syndicate ordered the questioning of five health ministry officials including a minister adviser over the accident.The medical union filed a complaint earlier this week with the country's prosecutor-general demanding an investigation into the accident. It also demanded that prosecutors open an administrative probe.The union said it would pay financial compensation between 10,000 and 100,000 ($633-$6,334) to the victims.Search Keywords: Egypt  Minya Accident  Ministry of Health  Hala Zayed  Egyptian Medical Syndicate  road accidents Short link:  "
20,1/6/2020 2:48:30 PM,Egypt-Politics,"Three killed, seven injured in truck-microbus collision near Cairo University","https://english.ahram.org.eg/NewsContent/1/64/358988/Egypt/Politics-/Three-killed,-seven-injured-in-truckmicrobus-colli.aspx"," Related 22 killed, 16 injured in Port Said road accidentAt least six, including Asian tourists, die in accident on way to Egypt's SokhnaTruck driver involved in deadly Nile Delta accident ordered detainedThree people were killed and at least seven others were injured in a shocking accident on Cairo University road on Monday.The accident took place when a microbus was heading to Cairo University from Faisal district collided with a truck moving in the opposite direction at high speed.According to local news reports, the microbus was overturned upon the fierce collision. Ambulances rushed to the scene to take the injured to nearby hospitals.On the same day, four Syrians were killed and 11 others were injured when a microbus overturned south of Marsa Alam in the Red Sea governorate. Last week, 23 people were killed and others were injured when a bus overturned in Port Said. The bus driver was remanded into custody on charges of manslaughter by Egypt's prosecutor-general.Egypt has allocated millions of pounds to developing and expanding road networks in recent years.A comprehensive traffic law to crack down on violators and enhance safety is set to go into effect in 2020.According to Egypt’s Central Agency for Public Mobilisation and Statistics, 1,567 people died as a result of road accidents in the first half of 2019, which recorded 5,220 accidents, up from 4,426 accidents in the same period in 2018, an increase of 17.9 percent. Search Keywords:Egypt's road accidents  Cairo University  Egypt's prosecutor-general. Short link:  "
21,12/19/2019 6:00:00 PM,Egypt-Politics,Truck driver involved in deadly Nile Delta accident ordered detained,https://english.ahram.org.eg/NewsContent/1/64/358062/Egypt/Politics-/Truck-driver-involved-in-deadly-Nile-Delta-acciden.aspx,"Egyptian prosecutors ordered the detention of a truck driver for causing a deadly road accident that took place on Wednesday in the Nile Delta governorate of Menoufiya.Twelve people died and three others were injured when a truck collided with a microbus carrying passengers near a checkpoint at El-Sadat industrial city.Prosecutors on Thursday ordered the driver be detained for four days pending investigations and undergo a drug test.Road accidents are common in Egypt and are often caused by poorly maintained roads, lax traffic regulations and reckless driving.According to Egypt’s Central Agency for Public Mobilisation and Statistics (CAPMAS),1,567 people died as a result of road accidents in the first half of 2019, which numbered 5,220 accidents, up from 4,426 accidents in the same period in 2018, with an increase of 17.9 percent.Egypt passed a new traffic law to crack down on violators and enhance safety and security in 2017. The law is set to go into effect in 2020.Search Keywords:Short link:  "
