,political_review,date
9341,Egypt to open Rafah border crossing this weekend ahead of hajj season ,2018-08-03
9342,Coptic Church issues new regulatory decrees for monasteries following Bishop's death ,2018-08-02
9343,Egypt-US joint naval drills: The Eagle Response ,2018-08-02
9344,Consent must be obtained for post-mortem organ removal: Egypt religious authorities,2018-08-02
9345,Egypt court overturns decision to increase doctors' infection allowance,2018-08-02
9346,Egypt prosecutors order detention of police officer in customs corruption case,2018-08-02
9347,Egypt urges World Cup fans to avoid illegal stay in Russia,2018-08-02
9348,Gruesome viral video sparks debate about Egyptian cornea transplant law,2018-08-01
9349,Great Pyramid of Giza can concentrate electromagnetic energy: Study ,2018-08-01
9350,Egypt to renovate Cairo's oldest metro line with fund of 205 mln euros,2018-08-01
9351,No fake academic certificates issued to Kuwaitis from Egyptian universities: Ministry,2018-08-01
9352,Egypt in contact with Italy to reveal circumstances behind clinical death of Egyptian prisoner,2018-08-01
9353,Hot weather to continue in Egypt until end of the week ,2018-08-01
9354,Egypt condemns deadly terrorist attacks in Afghanistan ,2018-08-01
9355,Egypt police kill five members of terrorist group Hasm in Nile Delta shootout,2018-08-01
9356,"Egypt's Sisi, endowments minister discuss countering extremist ideologies ",2018-07-31
9357,Egypt's law on election of local councils to top parliament's agenda next session: spokesman ,2018-07-31
9358,Egypt's army spokesperson thanks Sudanese army for returning 'missing patrol',2018-07-31
9359,"Grieving Pope Tawadros II, mourners bid murdered Bishop Epiphanius farewell",2018-07-31
9360,"Egypt-US joint military training 'Eagle Response 2018' continues in Red Sea with Saudi Arabia, UAE participation ",2018-07-31
9361,Monk says death of bishop in Egyptian monastery not an act of terrorism,2018-07-30
9362,"UK trade delegation in Cairo to participate in innovation conference, education tech summit ",2018-07-30
9363,Sisi announces new initiatives to empower Egyptians with disabilities,2018-07-30
9364,"Egypt's interior ministry allows 21 citizens to acquire foreign nationalities, relinquish Egyptian nationality",2018-07-30
9365,Egypt's Defence Minister Mohamed Zaki inspects troops in North Sinai,2018-07-30
9366,"Egypt's Sisi answers public questions about Palestine, Libya and Syria ",2018-07-30
9367,Sisi urges Administrative Control Authority to transform Egypt into digital country within 4 yrs,2018-07-29
9368,Egypt to investigate 'strange circumstances' of Coptic Orthodox Bishop's death ,2018-07-29
9369,Sudanese delegation expected to be in Cairo 7 August,2018-07-29
9370,US decision to release $195m in suspended military aid to Cairo receives warm welcome from Egypt MPs ,2018-07-29
9371,Palestinian reconciliation necessary for Palestinian-Israeli peace talks: Egypt's Sisi tells WJC head,2018-07-29
9372,"10 dead, 17 injured in bus accident on Cairo-Port Said ‎road",2018-07-29
9373,Egypt's Transport Minister sacks Egyptian Railway Authority head after Cairo-Aswan train accident ,2018-07-29
9374,"Systems will not succeed without stability and security, says Egypt's Sisi during second day of youth conference",2018-07-29
9375,Egypt PM tells youth conference cabinet aims to develop 'Egyptian character' in 4-year programme,2018-07-28
9376,Egypt's Sisi promotes Defence Minister Mohamed Zaki from Lieutenant General rank to General ,2018-07-28
9377,Egypt: Decapitating terror,2018-07-28
9378,Egypt court seeks Mufti's opinion on death sentences for 75 leading Brotherhood members in Rabaa dispersal case,2018-07-28
9379,"'We want to build an Egyptian character fit for the challenges of our times,' Sisi tells Youth Conference",2018-07-28
9380,Sisi to open sixth national youth conference on Saturday,2018-07-27
9381,Egypt PM Madbouly directs govt to facilitate procedures for foreigners who own property to get residency permits,2018-07-27
9382,UK police officers visit Cairo to update family of Mariam Moustafa on investigation into death,2018-07-27
9383,Operation Sinai 2018 destroyed terrorism infrastructure in N Sinai: Egypt's army spokesperson in first-ever interview,2018-07-26
9384,Warning against use of 14 blood pressure drugs in Egypt,2018-07-26
9385,Egypt participates in Global Coalition against Daesh meetings in Washington,2018-07-26
9386,Egypt offers deepest condolences to Greece over massive wildfire,2018-07-26
9387,Egypt says attack by Houthis on Saudi oil tankers is a 'flagrant violation',2018-07-26
9388,Egypt's Foreign Minister discusses latest developments in Libya with French counterpart ,2018-07-26
9389,Gaza first,2018-07-25
9390,Harmless whale shark sighted in Egypt's Red Sea,2018-07-25
9391,"Egypt court overturns sentences of death, life in prison for defendants over 2013 violence near US embassy ",2018-07-25
9392,Egypt to witness longest eclipse of the 21st century on Friday,2018-07-25
9393,Egypt's parliament votes in favour of PM Madbouly's policy statement,2018-07-25
9394,"Temperatures to ease in Egypt starting Thursday, high humidity expected",2018-07-25
9395,"AIESEC seeks to expand its base among Egyptian Youth, first Egyptian president of the global youth organization tells Ahram Online ",2018-07-25
9396,Washington committed to supporting Egypt through aid programme: Pompeo to FM Shoukry,2018-07-25
9397,US to release $195 mln in suspended military aid to Cairo shortly: Sources,2018-07-25
9398,"Egypt’s navy launches joint exercise with US, Saudi Arabia and UAE ",2018-07-25
9399,Egypt's security forces kill 13 terrorist elements in exchange of fire in North Sinai ,2018-07-24
9400,Egypt to host global GeoMEast 2018 conference to discuss Middle East sustainable infrastructure projects ,2018-07-24
9401,Egypt makes its case in stormy Washington seas,2018-07-24
9402,40 degree temperatures to keep Egypt hot for 48 hours,2018-07-24
9403,Huge fire sweeps through mall building in Cairo's Mosky district,2018-07-24
9404,KeKe Dance Challenge: People do it for fun but Egypt says could lead to 1 year in jail ,2018-07-23
9405,Egypt denounces Kabul airport bombing ,2018-07-23
9406,Egypt to close Rafah Crossing on Monday ,2018-07-22
9407,23 July Revolution: A quick history in pictures ,2018-07-22
9408,Egyptian MPs renew demand that social media platforms be taxed on ad revenues,2018-07-22
9409,Teen commits suicide by leaping in front of metro train in Cairo ,2018-07-22
9410,Thousands sign petition to drink mysterious liquid from newly discovered Egyptian sarcophagus ,2018-07-22
9411,"Egypt's Sisi warns that rumours, discontent undermine country's stability",2018-07-22
9412,Emergency plan is imperative to maintain safety of Egypt's railway,2018-07-22
9413,Egypt prosecutors order driver involved in last week's deadly road accident be detained ,2018-07-22
9414,Egypt denounces Israel’s Jewish state law ,2018-07-21
9415, Egypt's President Sisi attends police officers' graduation at police academy ,2018-07-21
9416,Egypt’s Al-Azhar denounces Israel’s Jewish state law,2018-07-20
9417,Egypt's Sisi concludes Sudan visit,2018-07-20
9418,"Egypt and Sudan share common destiny, says Sisi in Khartoum",2018-07-20
9419,Hamas accepts Egyptian Paper for Palestinian reconciliation: Haniyeh to Egypt Intelligence Chief Kamel ,2018-07-19
9420,Egypt pledges to support Japan amid flood disaster: Ministry,2018-07-19
9421,Sisi says Egypt-Sudan relationship 'as eternal as the River Nile',2018-07-19
9422,"12 killed, 28 injured in road accident south of Cairo",2018-07-19
9423,"'Keeping Egypt safe means keeping Britain safe,' says UK's senior defence advisor ",2018-07-18
9424,Egypt parliament passes draft law cutting pensions for certain government officials ,2018-07-18
9425,President Sisi reiterates Egypt's commitment to bringing killers of Italian student Regeni to justice ,2018-07-18
9426,Temperatures expected to ease in Egypt starting Friday: EMA,2018-07-18
9427,Egypt's Grand Imam in UK visit to discuss religious challenges,2018-07-18
9428,Egyptian Military Court sentences 16 defendants to life in Muslim Brotherhood Qualitative Committee case ,2018-07-18
9429,Egypt's presidency invites students to 'Ask the President' ,2018-07-17
9430,Egypt names five public sector companies to be publicly listed ,2018-07-17
9431,Q&A: Egypt's new 'deposit residency' option for foreigners seeking citizenship ,2018-07-17
9432,Egypt says Rafah crossing with Gaza still open in both directions,2018-07-17
9433,Egyptian ministers discuss development projects worth $1.2 billion with deputy secretary-general of UN ,2018-07-17
9434,"Syrian armed opposition factions sign ceasefire agreement in Cairo under Egypt sponsorship, Russian guarantees",2018-07-17
9435,Egypt’s 3 controversial press and media laws finally approved by Parliament,2018-07-17
9436,Egypt's parliament approves amendments to citizenship law ,2018-07-16
9437,Egypt’s House of Representatives approves law honouring army commanders,2018-07-16
9438,Indian leader of Dawoodi Bohra sect donates EGP 10 mln to Tahya Misr fund ,2018-07-16
9439,Egypt's new defence minister meets with army special forces for first time ,2018-07-16
9440,Egypt's Sisi congratulates France's Macron on World Cup victory,2018-07-16
9441,Egypt to see gradual temperature rise on Monday,2018-07-16
9442,First Egyptian universities' admission phase for thanaweya amma graduates,2018-07-16
9443,"Egypt renews decision exempting Syrians, Yemenis from paying higher school fees",2018-07-15
9444,Egypt's Journalists Syndicate thanks President Sisi for supporting press freedom ,2018-07-15
9445,Egypt's Parliament approves amendments to 3 controversial media and press laws,2018-07-15
9446,Egypt's police says suspects arrested in Giza children's murder case,2018-07-15
9447,Egypt court sentences 24 Muslim Brotherhood members to life in prison in Zagazig city,2018-07-14
9448,Egypt parliament to take final vote on three controversial media and press laws,2018-07-14
9449,"Egypt's prosecution detains Giza accident train driver, assistant and five others, pending investigations ",2018-07-14
9450,Egypt's new cabinet to face vote of confidence in parliament Sunday,2018-07-14
9451,Egypt's investment minister heading to US for UN Economic and Social Council forum,2018-07-14
9452,Afreximbank concludes its annual conference in Abuja,2018-07-14
9453,Afreximbank: $2.3 billion in funding for Egypt this year,2018-07-14
9454,Egypt condemns major terror attack on election rally in southwestern Pakistan,2018-07-14
9455,"Egypt establishes committee to regulate festivals, special events inside the country",2018-07-13
9456,Hamas concludes comprehensive talks with Cairo intelligence officials ,2018-07-13
9457,Egypt's prosecutor-general tasks prosecutors with investigating Giza train accident ,2018-07-13
9458,"Egypt, UK navies carry out joint exercise in Mediterranean Sea: Armed Forces",2018-07-13
9459,France's Emmanuel Macron to visit Egypt in 'coming months': French ambassador,2018-07-13
9460,Firefighters put out huge fire in petrochemical plant in east Cairo,2018-07-12
9461,"Egypt army chief-of-staff inspects security units in East Suez Canal region, follows up on Operation Sinai 2018",2018-07-12
9462,Egypt court sentences seven Muslim Brotherhood members to death for killing policeman ,2018-07-12
9463,Egyptian court sentences 41 organ traffickers to up to 15 years in prison,2018-07-12
9464,EgyptAir dismisses reports that Cairo-bound plane experienced technical difficulties mid-flight ,2018-07-12
9465,Afreximbank launches new Egyptian-designed anti-money laundering platform ,2018-07-12
9466,South Korea to scrap visa-free entry for Egyptians: Official,2018-07-12
9467,Counter-terrorist operation in Sinai paying off,2018-07-12
9468,"Egypt's FM discusses political solution to Syrian crisis with Western, Arab partners in Brussels ",2018-07-12
9469,"10 people killed, 25 injured in deadly North Coast Egypt crash",2018-07-12
9470,"74.3% pass rate in Egypt's Thanaweya Amma; cheating, exam leaks decline: Education ministry",2018-07-12
9471,Egypt FM Shoukry highlights efforts in combating illegal migration with EU's Hahn,2018-07-12
9472,Senior US lawmaker urges Congress to designate Muslim Brotherhood a terrorist group,2018-07-11
9473,Egypt's new health insurance system commences ,2018-07-11
9474,Egypt parliamentary committee recommends vote of confidence in new government,2018-07-11
9475,"74% of students pass Egypt's 2018 Thanaweya Amma exams, up from last year: Official",2018-07-11
9476,Decision to play national anthem daily at Egyptian hospitals comes into effect Wednesday: Ministry,2018-07-11
9477,Egypt's Journalists Syndicate recommends a national dialogue on new press and media laws,2018-07-11
9478,Egypt aims to host 2030 World Cup and 2032 Olympics: Minister of Sports,2018-07-11
9479,Egypt's population reached 96.3 million in early 2018: CAPMAS,2018-07-11
9480,"11 takfiris killed in shootout with security forces in El-Arish, North Sinai",2018-07-11
9481,"Egypt's Sisi says youth are top priorities, calls for developmental projects in sports sector",2018-07-11
9482,Egypt's foreign minister heads to Belgium for the 'mini-summit' on Syria,2018-07-10
9483,"UK embassy celebrates World Refugee Day, praises Egypt's contributions",2018-07-10
9484,Sisi honours Egypt's medal-winning Mediterranean Games team,2018-07-10
9485,Head of Egypt's customs authority detained for 4 days on corruption charges,2018-07-10
9486,"Over 7,000 derelict houses renovated by Tahya Misr fund since 2016: Fund",2018-07-10
9487,Egypt police arrest illegal excavation gang who discovered Graeco-Roman site,2018-07-10
9488,Bodies of three children found in Egypt's Maryoteya district in Giza governorate,2018-07-10
9489,"3 killed, 11 injured in wheat silo collapse in Alexandria ",2018-07-10
9490,Egypt's heatwave cools down starting Tuesday,2018-07-10
9491,State Council concerns about draft media law in line with syndicate's views: Egypt press syndicate official,2018-07-09
9492,"Egypt hails Ethiopia, Eritrea's declaration of peace",2018-07-09
9493,Egyptian court orders release on bail of editor-in-chief of Masr Al-Arabiya website ,2018-07-09
9494,"Egypt's communication, interior ministries sign protocol to modernise services for citizens with special needs",2018-07-09
9495,Head of Egypt's customs authority arrested on corruption charges,2018-07-09
9496,Egypt anticipates opening new areas of cooperation with China: FM Shoukry tells VP Qishan,2018-07-09
9497,Egypt refutes media reports Paris-Cairo 2016 EgyptAir crash was caused by cockpit fire,2018-07-09
9498,"Italy hails Egypt's Coptic Pope Tawadros II for role in 'spreading tolerance, renouncing violence and terrorism'",2018-07-09
9499,Egypt FM praises China's participation in development projects at meeting with Chinese counterpart,2018-07-08
9500,Egypt strongly condemns terrorist attack in Tunisia,2018-07-08
9501,Heat wave to ease in Egypt starting Tuesday,2018-07-08
9502,Egypt's Coptic Pope Tawadros II heads mass at largest Catholic church in Italy ,2018-07-08
9503,Egypt FM arrives in Beijing for China-Arab States Cooperation Forum,2018-07-08
9504,Egypt's media regulation council in hot water after prosecution issues summons over media gag order,2018-07-07
9505,Three people injured in fire at Cairo's Al-Hussein University Hospital ,2018-07-07
9506,"Egypt's prosecution summons head of Supreme Council for Media Regulation, issues media gag order on investigations",2018-07-07
9507,Egypt's court sentences Lebanese tourist to 8 years in jail for insulting Egyptians in viral video ,2018-07-07
9508,Egypt's Pope Tawadros II and Catholic Pope Francis pray with Middle East church leaders,2018-07-07
9509,"Egypt's foreign minister meets with Austrian counterpart, concludes European tour",2018-07-07
9510,"12 killed, 7 injured in bus collision in Minya, Upper Egypt",2018-07-06
9511,Forty-four Egyptian PhD students win Newton-Mosharafa Fund awards to study in UK,2018-07-06
9512, Coptic Pope Tawadros heads to Italy for ecumenical prayer for Mideast peace with Pope Francis,2018-07-06
9513,Egypt's Sisi urges officials to work on developing health sector,2018-07-06
9514,"Egyptian, French naval forces conduct joint training in Red Sea",2018-07-06
9515,Egypt's foreign minister meets Austrian parliament head,2018-07-06
9516,Ethiopian Renaissance Dam: No breakthrough in negotiations ,2018-07-05
9517,"Italian philanthropist Benedetti describes Egypt as 'safe', urges Italians to visit the country ",2018-07-05
9518,Trump's deal of the century: In the doldrums,2018-07-05
9519,Egypt puts relics recovered from smugglers in Italy on display,2018-07-04
9520,"Egypt's FM discusses boosting investment, regional issues with German ministers",2018-07-04
9521,"Egyptian MPs, political figures praise PM Madbouli's policy statement",2018-07-04
9522,"Egypt's FM Shoukry discusses counter-terrorism efforts, security cooperation with German officials ",2018-07-04
9523,Egypt court overturns decision placing football star Abou-Treika on terror list,2018-07-04
9524,US and Egyptian immigration and customs agencies share knowledge in Alexandria,2018-07-04
9525,Egypt's meteorologists expect moderate weather into Friday,2018-07-04
9526,Egypt's National Press Authority defends new press law,2018-07-03
9527,Japan eases travel warning to Egypt as security conditions improve,2018-07-03
9528,"Egypt's Shoukry discusses counter-terrorism, economic reform and illegal migration with Bundestag member",2018-07-03
9529,Youth organisation AIESEC's international congress kicks off in Egypt’s Hurghada,2018-07-03
9530,"Egypt, Ethiopia and Sudan begin Cairo talks on proposed joint development fund",2018-07-03
9531,"'The economic reform programme is 85% accomplished and it will pay off,' says Egypt PM in policy statement",2018-07-03
9532,"Warm in Cairo and Alexandria, hot in Upper Egypt and South Sinai on Tuesday: EMA ",2018-07-03
9533,Egypt's Armed Forces issues Communique 25 on Operation Sinai 2018 against terrorism,2018-07-03
9534,Egypt reopens Rafah border crossing ,2018-07-02
9535,"Egypt's FM Shoukry to head to Germany, Austria for political, economic talks",2018-07-02
9536,Egypt inaugurates touring exhibition of 190 ancient Egyptian artefacts in Italy,2018-07-02
9537,Egypt parliament provisionally approves new law regulating bidding procedures,2018-07-02
9538,Egypt defence minister heads to France to discuss boosting joint military cooperation,2018-07-02
9539,Egypt condemns 'in strongest terms' terror attack targeting Sikhs in Afghanistan,2018-07-02
9540,Egypt's Japanese schools open doors for online registration on Monday,2018-07-02
9541,Egypt to start biometric fingerprinting for Egyptians looking to go on hajj: Ministry,2018-07-01
9542,"Egypt PM Madbouly discusses institutional reforms, AU financing at Mauritania summit",2018-07-01
9543,"Egypt arrests students leaking thanaweya amma philosophy, geology and statics exam",2018-07-01
9544,Egyptian PM Madbouly travels to Mauritania to head Egypt's delegation at African Union assembly,2018-06-30
9545,"Egypt, South Africa agree to continue coordination on fiscal, institutional reforms of African Union",2018-06-30
9546,"Four killed, 11 injured in major car crash in Upper Egypt's Sohag ",2018-06-30
9547,Egypt condemns terrorist attack on G5 Sahel military base in Mali,2018-06-30
9548,"'Security of Egyptians is our top priority,' Interior Minister Tawfik says on 30 June anniversary ",2018-06-30
9549,Egypt court postpones final verdict in case including Brotherhood figures until 28 July,2018-06-30
9550,"Sisi hails 30 June anniversary, cites progress on economy, security",2018-06-30
9551,Collection of Egyptian artefacts seized in Italy arrive in Cairo: Airport sources,2018-06-30
9552,30 June: Five years on,2018-06-29
9553,The roots of Brotherhood violence,2018-06-29
9554,5 years after the 30 June Revolution: Eyes on the future,2018-06-29
9555,30 June: The legacy,2018-06-29
9556,Egypt's FM Shoukry discusses bilateral ties with African counterparts on sidelines of AU summit ,2018-06-29
9557,The first test for Egypt's new PM Madbouly,2018-06-29
9558,Egypt's Armed Forces celebrate 48 years since creation of Air Defence Forces,2018-06-29
9559,The Muslim Brotherhood's exploitation of women ,2018-06-29
9560,Tens of Egyptian fans gather outside Mohamed Salah's house in Cairo,2018-06-29
9561,Egypt's Sisi discusses bilateral relations with French FM Le Drian,2018-06-28
9562,Egypt to close Rafah border crossing from 29 June to 1 July ,2018-06-28
9563,Egypt police kill four Hasm terrorists behind attack on Alexandria security chief,2018-06-28
9564,Egypt's Sisi meets with newly appointed intelligence chief Abbas Kamel after swearing in ceremony,2018-06-28
9565,Egypt's Sisi appoints presidency chief-of-staff Kamel as intelligence chief,2018-06-28
9566,Egypt says South Sudan ceasefire deal major step to regain security,2018-06-28
9567,Egypt celebrates 50th anniversary of Coptic Orthodox Cathedral inauguration,2018-06-28
9568,Controversy over Egypt's 57357 hospital,2018-06-28
9569,Egyptian artefacts seized in Italy set to be returned within days: Minister,2018-06-27
9570,Penguins to make debut at Egypt's indoor ski resort next week,2018-06-27
9571,"Egypt, Italy say recovered CCTV footage from Cairo metro stations 'unhelpful' in Regeni case",2018-06-27
9572,Egypt to open registration for Japanese schools next week: Minister,2018-06-27
9573,Egyptian officials discuss immigration with Europe border agency FRONTEX: Egypt's Foreign ministry,2018-06-27
9574,Cairo Criminal Court issues preliminary death sentences for six convicted in Qalyubiya police checkpoint attack,2018-06-27
9575,Egypt's Meteorological authority warns of extreme hot weather on Wednesday,2018-06-27
9576,Egypt's FM to head to Mauritania for AU Executive Council meetings,2018-06-26
9577,Technical committee on Ethiopian dam concludes meeting in Sudan,2018-06-26
9578,Egypt forms committee to investigate proceedings of prominent charity hospital 57357,2018-06-26
9579,Egypt's Court of Cassation endorses final death sentences for 2 defendants in terror case,2018-06-26
9580,1 July public holiday to commemorate Egypt's 30 June revolution,2018-06-26
9581,Egypt's Sisi praises Saudi decision to lift ban on women driving ,2018-06-25
9582,Egypt's prosecution orders 2 policemen detained on suspicion of torturing suspect to death ,2018-06-25
9583,Egypt signs strategic partnership MOU with Liverpool University ,2018-06-25
9584,"Egypt, Greece and Cyprus kick off joint military drills in the Mediterranean",2018-06-25
9585,Egypt's interior minister says 'good progress' made in the country's war on terrorism,2018-06-25
9586,"Egypt's President Sisi ratifies law regulating Uber, Careem and other ride-hailing services",2018-06-25
9587,Egypt calls on Interpol to arrest three Daesh-affiliated Libyans for kidnapping Egyptians ,2018-06-24
9588,Egypt's military announces setting-up of counter-terrorism centre for Sahel-Saharan states,2018-06-24
9589,Egypt bids farewell to 1973 war hero Baki Zaki Youssef at St. Marcos Coptic church,2018-06-24
9590,Egypt to extend state of emergency for three months,2018-06-24
9591,Railway traffic delayed in some Nile Delta and Upper Egypt governorates due to high temperatures ,2018-06-24
9592,Students who leaked dynamics and psychology exams identified and arrested: Education ministry,2018-06-24
9593,Egypt condemns assassination attempt on Zimbabwe's president Mnangagwa ,2018-06-24
9594,Parliament did not bear cost of MP's trips to Russia World Cup: Youth and Sports Committee head,2018-06-24
9595,Egypt's Sisi ratifies increase to basic salaries for state employees ,2018-06-23
9596,"Baki Zaki Youssef, the Egyptian military engineer behind destruction of Israel's Bar Lev line, dies at 88",2018-06-23
9597,Judge Hanafi El-Gebaly elected as new chief justice of Egypt's Supreme Constitutional Court,2018-06-23
9598,Egypt's environment ministry releases endangered sea turtle that was on display at a Suez restaurant ,2018-06-23
9599,Egypt new cabinet's policy statement before parliament expected next week,2018-06-23
9600,Egypt strongly condemns assassination attempt on Ethiopian PM,2018-06-23
9601,Egypt's interior minister orders investigation into death of suspect in Cairo police station ,2018-06-23
9602,Students to return to Arish University for first time since Feb: North Sinai official,2018-06-23
9603,French foreign minister to meet with Shoukry next week in Egypt,2018-06-23
9604,Egypt to participate in Arab coalition on Yemen meeting of information ministers,2018-06-23
9605,Hot weather to continue Saturday with highs of 37 in Cairo,2018-06-22
9606,Portugal offers to resettle 400 Egypt-based refugees: Cairo,2018-06-22
9607,Egypt's higher education ministry mourns death of Egyptian-American infectious-disease specialist Adel Mahmoud ,2018-06-22
9608,Egypt calls for precautionary procedures to prevent terrorism reaching Sahel-Saharan states,2018-06-21
9609,Egypt’s Sisi discusses peace process with White House advisor Jared Kushner ,2018-06-21
9610,Egypt’s Thanaweya Amma: A leak-free year?,2018-06-21
9611,Egypt’s new media laws draw criticism,2018-06-21
9612,Egypt's new cabinet: Strengthening the hand of reformers,2018-06-21
9613,"Egypt's army kills 32 takfiris, arrests dozens in Sinai operation",2018-06-21
9614,Hopes of speedy progress dampened as tripartite GERD talks postponed,2018-06-21
9615,Nine Egyptian start-ups fly in UK for London Tech Week to tap new investment opportunities ,2018-06-20
9616,Egypt embassy reminds football fans in Russia to obtain visa for travel to Kaliningrad ,2018-06-20
9617,"High daytime temperatures in Egypt, wind for south and Red Sea regions",2018-06-20
9618,Egyptian cabinet dismisses increasing mobile recharge card prices by 50 percent,2018-06-20
9619,Italy to return to Egypt collection of artefacts smuggled into Naples: Prosecutor-general,2018-06-19
9620,"Egypt, Spain conclude joint naval exercises in Mediterranean and Rea seas",2018-06-19
9621,"Egypt's Sisi meets with new PM, ministers of housing, defense and transportation",2018-06-19
9622,First delegation of Italian pilgrims received by Egypt's Pope Tawadros II to retrace Holy Family's journey through Egypt,2018-06-19
9623,Egyptian embassy in Russia establishes 'Fan Zone' for Egyptian football fans in Saint Petersburg,2018-06-18
9624,Low number of reported cases of sexual harassment in Cairo this Eid,2018-06-18
9625,Egypt condemns deadly terror attack in Nigeria,2018-06-17
9626,Italian tourist delegation in Egypt to retrace journey of the Holy Family ,2018-06-17
9627,Founder of Arab Academy for Maritime Transportation Gamal Mokhtar dies at 90,2018-06-17
9628,EgyptAir run 11 charter flights for football fans from Cairo to St Petersburg,2018-06-17
9629,"Heatwave to relax hold over north Egypt from Sunday, Upper Egypt remains bak",2018-06-17
9630,Egypt opens Rafah border crossing during three days of Eid Al-Fitr ,2018-06-16
9631,Sisi says he's proud of Egyptian football team's performance in first match at 2018 World Cup,2018-06-15
9632,"3,477 prisoners released by presidential pardon on first day of Eid: Egypt's interior ministry ",2018-06-15
9633,"Egypt's Sisi appoints former PM, defence, interior ministers as presidential aides",2018-06-15
9634,"Tempratures to reach 40 degrees in Cairo, Upper Egypt during Eid Al-Fitr ",2018-06-15
9635,Egypt's Sisi performs Eid Al-Fitr prayers with police and army martyrs' families,2018-06-15
9636,Egypt's President Sisi swears in new cabinet headed by PM Mostafa Madbouly ,2018-06-14
9637,Meet Egypt's 12 new ministers in PM Mostafa Madbouly's cabinet ,2018-06-14
9638,Egypt's new PM Madbouly to deliver a policy statement before parliament on 23 June,2018-06-14
9639,Four women appointed as deputy ministers in Egypt's new cabinet,2018-06-14
9640,President Sisi instructs new cabinet to promptly formulate plan to follow up on ongoing projects,2018-06-14
9641,Egypt's President Sisi appoints new ministers of defence and interior,2018-06-14
9642,Egyptian court issues preliminary death sentence for 11 Brotherhood members over 2015 killing of 3 policemen,2018-06-14
9643,Egypt congratulates first Egyptian national to serve as Dean of Media in a German University ,2018-06-13
9644,Egypt court says it has no jurisdiction to shut down BBC's Cairo office over controversial report ,2018-06-13
9645,Egypt demands FIFA to air 2018 World Cup matches,2018-06-13
9646,Egypt ranked safer than US and UK in Gallup Global Law and Order Poll ,2018-06-13
9647,Egypt's education ministry mourns thanaweya amma student who threw himself off Cairo tower,2018-06-13
9648,"Egypt's EMA forecasts hot weather during Eid Al-Fitr, temperatures to start rising Thursday",2018-06-13
9649,Sisi calls on Egyptians to endure challenges on back of fresh subsidy cuts,2018-06-12
9650,Sisi says Egypt will continue its efforts to halt deteriorating situation in Syria ,2018-06-12
9651,Egypt condemns suicide terrorist attack against citizens in Kabul ,2018-06-12
9652,Egypt welcomes US-North Korea summit ,2018-06-12
9653,Lower temperatures expected across Egypt on Tuesday: Egypt's Meteorological Authority,2018-06-12
9654,Thanaweya amma English exam leaker identified by student’s digital bar code: Egypt’s education ministry,2018-06-12
9655,Egypt's Coptic Pope Tawadros visits Al-Azhar Grand Imam to congratulate Muslims on Eid Al-Fitr,2018-06-11
9656,Egypt's Parliament approves in principal two new laws to regulate press and media ,2018-06-11
9657,Fire extinguished at under-construction church in Egypt,2018-06-11
9658,Egypt pardons and releases 32 Ethiopian prisoners,2018-06-11
9659,"Egyptian private sector to take Friday, Saturday and Sunday off for Eid: Manpower ministry",2018-06-11
9660,"'Ethiopia will not do anything to harm Egypt's share of the Nile water,' Ethiopian PM Ahmed tells President Sisi ",2018-06-10
9661,Egypt new PM Madbouly settles on new cabinet; list to be presented to President Sisi Monday,2018-06-10
9662,"Egypt parliament approves three new draft laws regulating media, press authorities",2018-06-10
9663,Seven Brotherhood members receive preliminary death sentence over 2015 murder of police conscript,2018-06-10
9664,Egypt expresses solidarity with Saudi Arabia after deadly missile attack from Yemen,2018-06-10
9665,Egypt prosecution renews detention of lawyer Mohammadein over inciting 'metro events',2018-06-10
9666,"Egypt's Sisi, Ethiopian PM discuss latest developments on GERD negotiations in Cairo",2018-06-10
9667,Leaker of Thanaweya Amma algebra and solid geometry exam arrested: Education ministry,2018-06-10
9668,Egypt's new PM Madbouly studies possibility of reducing number of ministries in new cabinet,2018-06-09
9669,Egypt to pay state employees June salaries ahead of Eid Al-Fitr holiday,2018-06-09
9670,Egypt police arrest three attempting to smuggle 41 individuals across border: Directorate,2018-06-09
9671,Ethiopian PM Abiy Ahmed to arrive in Egypt Saturday for meeting with Sisi,2018-06-09
9672,Egyptian ministry denies Shia call to prayer was sounded at Al-Hussein Mosque,2018-06-09
9673,Egypt's new PM Mostafa Madbouly interviewing potential cabinet members,2018-06-09
9674,Temperatures to reach 40 degrees in Cairo on Sunday,2018-06-09
9675,Family planning in Egypt: The ‘Two is enough’ project,2018-06-08
9676,High temperatures to continue in Egypt on Saturday,2018-06-08
9677,The Future of Homeland Party: A Parliamentary precedent in Egypt,2018-06-08
9678,Egyptian ambassador Gabr elected on UN committee to eliminate discrimination against women,2018-06-08
9679,"Egypt's parliament to discuss three new draft laws regulating media, press authorities ",2018-06-08
9680,Egypt's Sisi to meet with national football team on Saturday ahead of World Cup,2018-06-08
9681,"Egypt, Germany sign memos for development projects worth 1.6bn euros: Ambassador",2018-06-08
9682,Egypt's army chief of staff discusses military cooperation with Yemeni counterpart in Cairo,2018-06-08
9683,"Egypt's new PM Madbouly starts consultations to form new cabinet, will be sworn in next week",2018-06-07
9684,Egypt's education ministry identifies student who leaked thanaweya amma French exam,2018-06-07
9685,Alexandria to host International Council of Museums General Conference in 2022,2018-06-07
9686,Egyptian thanaweya amma French exam leaked on social media: Ministry source,2018-06-07
